Vendedor,Referencia,Fecha Alta,Tipo,Operación,Provincia,Superficie,Precio Venta,Fecha Venta
,2625,2006-08-01,Local,Venta,Tarragona,277,1232927,
María,2627,2006-08-02,Suelo,Venta,Girona,259,1202537,2007-04-16
Pedro,2628,2006-08-02,Parking,Alquiler,Lleida,237,1732233,2007-01-23
Joaquín,2629,2006-08-02,Suelo,Venta,Tarragona,295,1706280,2007-02-03
,2631,2006-08-03,Piso,Venta,Lleida,291,1776555,
Joaquín,2632,2006-08-04,Industrial,Venta,Lleida,186,1527618,2007-03-26
María,2633,2006-08-04,Piso,Venta,Tarragona,115,880440,2007-01-21
María,2634,2006-08-06,Suelo,Venta,Girona,234,1994382,2007-03-04
María,2635,2006-08-06,Piso,Alquiler,Tarragona,253,2211979,2007-03-05
Luisa,2636,2006-08-07,Parking,Alquiler,Barcelona,169,1673607,2007-01-07
Luisa,2637,2006-08-07,Parking,Venta,Girona,249,1422537,2007-04-02
Carmen,2639,2006-08-08,Parking,Venta,Girona,211,1456322,2006-11-23
Jesús,2641,2006-08-08,Oficina,Venta,Girona,133,1053227,2007-01-30
,2642,2006-08-08,Industrial,Alquiler,Lleida,275,2171950,
Joaquín,2643,2006-08-09,Casa,Alquiler,Lleida,274,1233000,2007-02-05
,2644,2006-08-09,Industrial,Venta,Barcelona,282,2205240,
Joaquín,2645,2006-08-10,Casa,Venta,Lleida,232,1341656,2006-12-01
Carmen,2646,2006-08-11,Oficina,Alquiler,Tarragona,268,1984808,2007-03-06
Luisa,2647,2006-08-11,Industrial,Alquiler,Barcelona,270,1705320,2007-03-26
Pedro,2648,2006-08-11,Local,Alquiler,Barcelona,220,1772540,2006-12-25
Pedro,2649,2006-08-11,Casa,Venta,Girona,112,1093456,2007-01-24
Carmen,2650,2006-08-11,Piso,Venta,Tarragona,275,1324125,2006-12-31
,2651,2006-08-12,Industrial,Alquiler,Barcelona,126,1199394,
Carmen,2653,2006-08-13,Parking,Venta,Barcelona,110,643060,2006-12-24
,2654,2006-08-13,Piso,Alquiler,Girona,297,2909412,
,2655,2006-08-13,Suelo,Venta,Lleida,118,891136,
Carmen,2657,2006-08-14,Oficina,Alquiler,Barcelona,192,1622400,2006-11-16
Jesús,2658,2006-08-14,Parking,Alquiler,Tarragona,207,1473219,2007-02-20
Carmen,2662,2006-08-17,Local,Venta,Lleida,179,954249,2006-12-21
,2663,2006-08-17,Suelo,Alquiler,Girona,116,1041448,
,2664,2006-08-19,Parking,Venta,Lleida,164,1165548,
Joaquín,2666,2006-08-21,Oficina,Venta,Barcelona,258,2539236,2007-01-11
,2667,2006-08-21,Parking,Alquiler,Lleida,118,853494,
Carmen,2669,2006-08-22,Industrial,Venta,Girona,165,889350,2007-01-11
,2670,2006-08-22,Suelo,Alquiler,Barcelona,215,1694630,
Luisa,2672,2006-08-22,Local,Venta,Barcelona,128,996096,2007-04-27
Jesús,2674,2006-08-23,Casa,Venta,Barcelona,173,760854,2007-03-13
,2676,2006-08-23,Piso,Venta,Girona,294,2574558,
,2677,2006-08-24,Suelo,Venta,Lleida,214,1114940,
Carmen,2678,2006-08-24,Casa,Venta,Tarragona,239,1793695,2006-12-16
Luisa,2680,2006-08-25,Local,Venta,Tarragona,228,1096452,2007-03-31
,2682,2006-08-26,Suelo,Venta,Lleida,269,1971501,
,2686,2006-08-28,Casa,Alquiler,Tarragona,199,1277381,
,2687,2006-08-28,Piso,Alquiler,Barcelona,146,1287428,
,2688,2006-08-28,Parking,Venta,Girona,220,1230240,
María,2689,2006-08-28,Piso,Venta,Girona,263,2173169,2007-01-20
Luisa,2690,2006-08-29,Local,Venta,Barcelona,272,2399312,2006-12-28
Jesús,2693,2006-08-29,Piso,Venta,Tarragona,215,1981440,2007-05-03
,2694,2006-08-30,Piso,Venta,Lleida,233,2200452,
Pedro,2695,2006-08-30,Suelo,Venta,Girona,186,1695948,2007-03-23
Luisa,2696,2006-08-30,Casa,Venta,Tarragona,255,2080290,2007-01-19
,2697,2006-08-31,Oficina,Venta,Barcelona,298,2977318,
,2700,2006-09-02,Piso,Venta,Girona,179,1025491,
María,2701,2006-09-03,Suelo,Venta,Girona,203,1191610,2006-12-24
Luisa,2702,2006-09-03,Industrial,Alquiler,Tarragona,158,1553772,2007-04-20
María,2703,2006-09-04,Casa,Venta,Barcelona,289,2534241,2007-01-28
,2704,2006-09-04,Casa,Alquiler,Barcelona,221,1556282,
,2706,2006-09-04,Local,Alquiler,Lleida,171,1176480,
,2708,2006-09-05,Local,Alquiler,Girona,242,2326346,
,2709,2006-09-06,Casa,Alquiler,Girona,291,1643568,
Luisa,2710,2006-09-06,Piso,Alquiler,Girona,274,2445724,2006-12-20
,2711,2006-09-07,Parking,Venta,Girona,286,2153580,
Carmen,2713,2006-09-07,Oficina,Venta,Girona,239,1994933,2007-04-09
,2715,2006-09-07,Parking,Alquiler,Lleida,151,1110907,
,2716,2006-09-07,Local,Venta,Lleida,224,2076480,
,2718,2006-09-08,Oficina,Venta,Tarragona,245,1349705,
,2719,2006-09-08,Piso,Alquiler,Lleida,122,770552,
,2720,2006-09-09,Casa,Venta,Lleida,188,918380,
,2722,2006-09-10,Parking,Venta,Barcelona,251,2180939,
Pedro,2723,2006-09-10,Oficina,Alquiler,Lleida,142,680606,2007-02-19
,2724,2006-09-10,Parking,Venta,Lleida,202,874256,
,2725,2006-09-10,Oficina,Alquiler,Tarragona,285,1299315,
Pedro,2726,2006-09-11,Piso,Venta,Tarragona,100,545100,2007-01-11
Carmen,2727,2006-09-11,Local,Venta,Tarragona,230,1580790,2007-03-04
Joaquín,2728,2006-09-12,Industrial,Alquiler,Lleida,109,591325,2007-01-07
,2729,2006-09-12,Oficina,Venta,Lleida,183,920490,
María,2731,2006-09-13,Piso,Venta,Barcelona,294,2885316,2007-02-13
,2732,2006-09-14,Oficina,Venta,Lleida,225,1239525,
María,2733,2006-09-14,Piso,Alquiler,Tarragona,117,482274,2007-05-02
Pedro,2734,2006-09-15,Local,Venta,Girona,197,1967242,2006-12-28
,2735,2006-09-15,Oficina,Venta,Lleida,151,1057755,
Carmen,2736,2006-09-16,Suelo,Alquiler,Lleida,224,1956864,2007-01-28
Joaquín,2738,2006-09-16,Parking,Alquiler,Lleida,109,535408,2007-01-06
,2739,2006-09-17,Oficina,Alquiler,Tarragona,126,779058,
,2740,2006-09-18,Oficina,Venta,Lleida,239,2297985,
María,2741,2006-09-19,Industrial,Venta,Barcelona,144,672192,2007-02-15
,2742,2006-09-19,Suelo,Venta,Lleida,182,1298752,
,2743,2006-09-19,Piso,Venta,Tarragona,137,578688,
,2744,2006-09-19,Industrial,Venta,Tarragona,245,1728230,
Carmen,2745,2006-09-19,Oficina,Venta,Barcelona,164,1040252,2007-01-02
,2746,2006-09-20,Suelo,Venta,Barcelona,131,1134984,
,2747,2006-09-20,Suelo,Alquiler,Tarragona,208,2066688,
Carmen,2748,2006-09-20,Industrial,Venta,Tarragona,132,579348,2006-12-31
,2749,2006-09-21,Casa,Venta,Lleida,211,1326135,
Joaquín,2750,2006-09-21,Parking,Venta,Lleida,257,2121278,2007-02-23
Jesús,2751,2006-09-21,Industrial,Alquiler,Barcelona,279,1262196,2007-04-24
,2752,2006-09-22,Local,Venta,Girona,257,2242839,
María,2753,2006-09-22,Suelo,Venta,Lleida,138,1317210,2007-01-07
Luisa,2754,2006-09-23,Piso,Venta,Barcelona,254,2001266,2007-02-10
María,2755,2006-09-23,Oficina,Alquiler,Girona,134,1088616,2007-03-11
,2756,2006-09-23,Oficina,Venta,Girona,261,1475172,
Jesús,2757,2006-09-25,Oficina,Alquiler,Tarragona,189,958608,2007-02-23
Carmen,2760,2006-09-25,Piso,Alquiler,Barcelona,110,641080,2007-01-31
,2762,2006-09-27,Local,Venta,Tarragona,211,1819875,
Luisa,2763,2006-09-27,Oficina,Venta,Lleida,135,1345545,2007-05-07
Pedro,2764,2006-09-28,Casa,Alquiler,Lleida,133,976885,2007-01-14
,2765,2006-09-28,Suelo,Venta,Lleida,115,1094225,
,2766,2006-09-28,Suelo,Alquiler,Girona,194,1519214,
Pedro,2767,2006-09-29,Industrial,Venta,Barcelona,216,1734264,2007-05-06
,2768,2006-09-29,Casa,Venta,Barcelona,258,1536906,
Joaquín,2769,2006-09-30,Casa,Venta,Girona,142,1194078,2007-03-30
María,2770,2006-09-30,Piso,Venta,Girona,244,2291404,2007-04-23
,2773,2006-10-02,Piso,Venta,Barcelona,292,1536212,
Carmen,2774,2006-10-02,Suelo,Alquiler,Girona,271,1780199,2007-03-20
,2775,2006-10-03,Local,Venta,Barcelona,192,1484544,
María,2776,2006-10-04,Piso,Venta,Girona,290,2381770,2007-03-11
Joaquín,2777,2006-10-04,Industrial,Venta,Tarragona,284,2072632,2007-02-02
Joaquín,2778,2006-10-04,Piso,Venta,Lleida,145,949025,2007-01-20
,2779,2006-10-04,Casa,Venta,Girona,295,1658785,
Luisa,2780,2006-10-05,Industrial,Venta,Girona,157,1242498,2007-03-26
,2782,2006-10-05,Industrial,Venta,Barcelona,182,896532,
Luisa,2783,2006-10-06,Local,Venta,Tarragona,223,985883,2007-04-14
,2784,2006-10-06,Oficina,Venta,Barcelona,272,2008176,
Carmen,2786,2006-10-07,Suelo,Venta,Tarragona,215,1015015,2007-03-03
Jesús,2787,2006-10-07,Casa,Venta,Tarragona,123,1211427,2007-04-09
Carmen,2789,2006-10-08,Suelo,Alquiler,Girona,136,777240,2007-04-04
María,2790,2006-10-08,Industrial,Venta,Girona,212,1565620,2007-04-04
Pedro,2792,2006-10-08,Local,Venta,Lleida,217,1770503,2007-02-11
,2793,2006-10-09,Casa,Venta,Girona,250,1370500,
,2795,2006-10-09,Local,Alquiler,Lleida,280,2327080,
,2796,2006-10-09,Local,Alquiler,Barcelona,191,1345213,
,2797,2006-10-10,Parking,Venta,Lleida,275,2096050,
,2798,2006-10-10,Oficina,Alquiler,Tarragona,202,1028988,
,2799,2006-10-11,Oficina,Alquiler,Barcelona,178,1319336,
,2800,2006-10-11,Casa,Venta,Barcelona,212,2108128,
,2801,2006-10-13,Suelo,Venta,Tarragona,189,1794366,
Carmen,2803,2006-10-13,Parking,Venta,Tarragona,244,2429752,2007-01-15
,2804,2006-10-13,Suelo,Alquiler,Lleida,117,762606,
Luisa,2805,2006-10-13,Local,Venta,Girona,271,1923558,2007-04-17
Carmen,2806,2006-10-13,Oficina,Alquiler,Tarragona,271,2621925,2007-02-19
Luisa,2807,2006-10-14,Piso,Venta,Barcelona,133,1066527,2007-04-30
,2808,2006-10-14,Suelo,Alquiler,Tarragona,293,2560527,
Jesús,2809,2006-10-15,Parking,Venta,Girona,206,1659742,2007-03-08
Luisa,2811,2006-10-16,Oficina,Alquiler,Lleida,250,1480500,2007-02-19
Carmen,2813,2006-10-17,Industrial,Venta,Barcelona,292,1905300,2007-03-12
,2814,2006-10-17,Casa,Alquiler,Barcelona,128,544896,
,2815,2006-10-17,Local,Venta,Girona,181,1405465,
Pedro,2817,2006-10-18,Local,Alquiler,Tarragona,166,1573514,2007-03-17
,2819,2006-10-18,Oficina,Venta,Tarragona,234,1438866,
,2820,2006-10-19,Local,Venta,Lleida,122,817156,
Luisa,2821,2006-10-19,Casa,Venta,Lleida,239,1215554,2007-05-03
,2822,2006-10-21,Local,Alquiler,Tarragona,123,961368,
,2823,2006-10-21,Local,Alquiler,Lleida,128,1162624,
,2824,2006-10-22,Parking,Venta,Girona,196,1210496,
Jesús,2825,2006-10-22,Casa,Venta,Lleida,275,2669425,2007-03-23
María,2826,2006-10-23,Industrial,Alquiler,Barcelona,242,1250172,2007-03-08
,2827,2006-10-23,Oficina,Venta,Lleida,236,1300360,
,2828,2006-10-23,Parking,Venta,Tarragona,187,1513765,
,2829,2006-10-23,Local,Alquiler,Girona,273,1766310,
Joaquín,2830,2006-10-24,Suelo,Alquiler,Tarragona,187,1469446,2007-03-31
,2831,2006-10-24,Parking,Alquiler,Tarragona,221,1318707,
Joaquín,2832,2006-10-24,Oficina,Alquiler,Girona,224,1126944,2007-04-07
,2833,2006-10-25,Parking,Alquiler,Lleida,137,931463,
,2834,2006-10-25,Piso,Venta,Tarragona,192,1661760,
Jesús,2835,2006-10-26,Local,Venta,Lleida,293,1956068,2007-05-03
,2836,2006-10-26,Piso,Alquiler,Lleida,111,529137,
,2840,2006-10-28,Casa,Alquiler,Tarragona,247,1107301,
Pedro,2841,2006-10-29,Industrial,Alquiler,Barcelona,172,1167020,2007-03-28
Pedro,2842,2006-10-29,Casa,Alquiler,Girona,125,1041625,2007-05-04
,2843,2006-10-29,Suelo,Alquiler,Lleida,245,1240925,
Pedro,2845,2006-10-29,Industrial,Venta,Girona,247,1843361,2007-01-30
,2846,2006-10-29,Piso,Alquiler,Tarragona,156,887328,
,2849,2006-10-31,Piso,Alquiler,Girona,285,1940565,
Carmen,2850,2006-10-31,Parking,Venta,Barcelona,285,1638750,2007-05-04
,2851,2006-10-31,Oficina,Venta,Girona,294,2267622,
Jesús,2852,2006-11-01,Local,Alquiler,Tarragona,121,567611,2007-03-18
Jesús,2853,2006-11-01,Piso,Alquiler,Tarragona,260,2292160,2007-03-07
,2854,2006-11-02,Casa,Venta,Girona,190,1105230,
,2856,2006-11-02,Casa,Venta,Girona,141,821889,
Pedro,2857,2006-11-03,Suelo,Alquiler,Barcelona,283,2569923,2007-03-28
,2858,2006-11-03,Parking,Alquiler,Lleida,123,963459,
Jesús,2859,2006-11-03,Parking,Alquiler,Lleida,141,763938,2007-05-06
Pedro,2862,2006-11-03,Parking,Alquiler,Girona,275,1623600,2007-04-28
Jesús,2864,2006-11-04,Oficina,Venta,Lleida,130,1186380,2007-03-06
,2865,2006-11-04,Local,Alquiler,Girona,197,1704050,
,2866,2006-11-04,Piso,Venta,Lleida,292,1427004,
,2867,2006-11-05,Industrial,Alquiler,Lleida,208,1269008,
,2868,2006-11-05,Oficina,Venta,Lleida,248,1270256,
Luisa,2870,2006-11-05,Casa,Alquiler,Barcelona,212,1357648,2007-04-25
,2871,2006-11-05,Industrial,Venta,Lleida,246,2345364,
Joaquín,2872,2006-11-06,Parking,Venta,Lleida,267,1516293,2007-02-21
Carmen,2873,2006-11-07,Industrial,Venta,Barcelona,136,1262624,2007-03-27
,2875,2006-11-07,Local,Alquiler,Girona,166,1607710,
Carmen,2876,2006-11-07,Casa,Venta,Girona,129,722013,2007-03-18
,2877,2006-11-08,Local,Alquiler,Barcelona,174,799356,
,2878,2006-11-08,Parking,Venta,Girona,124,950832,
,2879,2006-11-08,Oficina,Venta,Lleida,165,1355805,
Jesús,2880,2006-11-09,Parking,Alquiler,Lleida,295,1767345,2007-04-03
Pedro,2881,2006-11-09,Local,Venta,Girona,127,815467,2007-04-25
,2884,2006-11-09,Piso,Alquiler,Lleida,285,2565285,
,2885,2006-11-09,Industrial,Alquiler,Lleida,195,1414140,
María,2886,2006-11-10,Suelo,Alquiler,Girona,201,850029,2007-04-22
,2888,2006-11-11,Local,Alquiler,Barcelona,239,1197390,
Luisa,2889,2006-11-11,Piso,Alquiler,Lleida,223,1071515,2007-03-20
,2891,2006-11-12,Suelo,Alquiler,Lleida,132,936672,
,2892,2006-11-13,Industrial,Venta,Barcelona,262,2517034,
,2893,2006-11-13,Parking,Alquiler,Lleida,186,1464192,
,2894,2006-11-13,Oficina,Alquiler,Lleida,173,934200,
,2895,2006-11-14,Suelo,Venta,Tarragona,124,1014196,
Jesús,2896,2006-11-14,Oficina,Alquiler,Lleida,234,979056,2007-04-26
,2897,2006-11-16,Piso,Alquiler,Girona,258,1058832,
,2898,2006-11-17,Casa,Alquiler,Tarragona,214,1771492,
Joaquín,2899,2006-11-17,Industrial,Venta,Girona,105,1045905,2007-04-24
Pedro,2902,2006-11-19,Parking,Venta,Girona,135,563760,2007-03-13
,2903,2006-11-19,Piso,Venta,Barcelona,199,1370911,
,2904,2006-11-20,Industrial,Alquiler,Girona,149,1454836,
Jesús,2905,2006-11-20,Casa,Alquiler,Tarragona,282,1239672,2007-03-10
,2906,2006-11-20,Industrial,Alquiler,Lleida,169,720278,
,2907,2006-11-21,Piso,Alquiler,Tarragona,113,879366,
Joaquín,2908,2006-11-22,Local,Alquiler,Lleida,128,669056,2007-03-15
,2909,2006-11-22,Local,Alquiler,Tarragona,228,2081868,
,2910,2006-11-23,Suelo,Alquiler,Tarragona,125,1166375,
Joaquín,2911,2006-11-23,Piso,Alquiler,Lleida,282,1234032,2007-04-17
,2912,2006-11-24,Local,Venta,Lleida,218,2102174,
,2913,2006-11-24,Parking,Venta,Barcelona,131,1008176,
,2915,2006-11-24,Parking,Venta,Barcelona,185,1635030,
,2916,2006-11-24,Suelo,Venta,Tarragona,176,1185536,
,2917,2006-11-26,Local,Venta,Lleida,265,1820285,
,2918,2006-11-27,Casa,Alquiler,Barcelona,141,1045233,
,2924,2006-11-28,Local,Alquiler,Tarragona,175,890925,
,2926,2006-11-28,Casa,Alquiler,Tarragona,197,1165649,
,2927,2006-11-28,Oficina,Venta,Lleida,153,1095786,
,2928,2006-11-29,Oficina,Venta,Lleida,180,1467360,
,2929,2006-11-29,Casa,Alquiler,Lleida,253,1239700,
,2931,2006-11-29,Local,Venta,Barcelona,230,1847590,
,2934,2006-11-30,Casa,Venta,Barcelona,261,1752093,
,2935,2006-11-30,Oficina,Alquiler,Lleida,192,1169088,
,2936,2006-11-30,Casa,Venta,Barcelona,219,883446,
Joaquín,2937,2006-12-01,Piso,Venta,Girona,100,905600,2007-05-07
Jesús,2938,2006-12-02,Oficina,Venta,Tarragona,114,1078668,2007-03-31
,2939,2006-12-02,Parking,Venta,Barcelona,187,1274218,
,2941,2006-12-03,Piso,Venta,Barcelona,274,2474220,
,2942,2006-12-03,Casa,Alquiler,Lleida,145,684110,
Joaquín,2943,2006-12-04,Piso,Venta,Barcelona,261,2198403,2007-03-09
,2944,2006-12-04,Industrial,Alquiler,Girona,114,1130424,
,2945,2006-12-05,Casa,Alquiler,Girona,151,693543,
,2946,2006-12-05,Piso,Venta,Lleida,136,1323280,
,2947,2006-12-06,Suelo,Venta,Barcelona,186,1367100,
Joaquín,2948,2006-12-06,Casa,Alquiler,Girona,138,1186524,2007-04-24
,2950,2006-12-07,Industrial,Alquiler,Tarragona,172,1270908,
,2951,2006-12-07,Parking,Venta,Tarragona,147,1045317,
Pedro,2952,2006-12-07,Casa,Alquiler,Lleida,236,2133204,2007-03-13
,2953,2006-12-07,Casa,Alquiler,Girona,251,1528088,
,2954,2006-12-08,Local,Venta,Barcelona,185,1255595,
,2955,2006-12-08,Piso,Alquiler,Lleida,112,774144,
María,2958,2006-12-09,Suelo,Alquiler,Girona,193,1059956,2007-03-10
,2959,2006-12-09,Casa,Alquiler,Lleida,119,888335,
,2960,2006-12-10,Industrial,Venta,Girona,117,575640,
Jesús,2961,2006-12-10,Local,Alquiler,Tarragona,257,2170622,2007-04-18
,2962,2006-12-11,Oficina,Venta,Lleida,171,1696149,
María,2963,2006-12-11,Piso,Venta,Tarragona,197,1077196,2007-04-12
,2964,2006-12-11,Local,Venta,Tarragona,242,1246058,
,2965,2006-12-11,Local,Venta,Barcelona,128,752896,
,2966,2006-12-12,Parking,Alquiler,Barcelona,147,679140,
Joaquín,2968,2006-12-13,Industrial,Venta,Lleida,198,1094940,2007-03-25
,2969,2006-12-13,Industrial,Venta,Girona,109,703159,
Joaquín,2970,2006-12-14,Local,Alquiler,Barcelona,200,1385200,2007-03-31
,2971,2006-12-14,Industrial,Alquiler,Barcelona,291,2797092,
,2972,2006-12-15,Casa,Alquiler,Tarragona,158,1185790,
,2973,2006-12-15,Casa,Venta,Barcelona,134,1295914,
Joaquín,2974,2006-12-15,Piso,Venta,Girona,200,1559800,2007-04-23
,2975,2006-12-15,Local,Alquiler,Tarragona,164,1482068,
,2977,2006-12-16,Local,Alquiler,Lleida,248,1957960,
,2978,2006-12-16,Piso,Venta,Tarragona,174,1377210,
,2979,2006-12-16,Suelo,Alquiler,Girona,152,1147144,
,2980,2006-12-17,Casa,Alquiler,Barcelona,200,1957200,
María,2981,2006-12-17,Piso,Alquiler,Barcelona,182,1421056,2007-04-04
,2985,2006-12-19,Parking,Venta,Barcelona,200,1407200,
Joaquín,2986,2006-12-19,Casa,Venta,Barcelona,281,2244066,2007-03-26
Jesús,2987,2006-12-19,Piso,Alquiler,Tarragona,215,1408680,2007-03-20
,2988,2006-12-20,Piso,Alquiler,Tarragona,242,1492656,
,2989,2006-12-20,Local,Venta,Girona,255,1079670,
,2991,2006-12-21,Parking,Venta,Barcelona,139,562394,
,2993,2006-12-22,Casa,Alquiler,Barcelona,100,835600,
,2994,2006-12-23,Piso,Venta,Tarragona,223,1794927,
,2995,2006-12-23,Parking,Venta,Barcelona,237,1997436,
,2996,2006-12-23,Parking,Venta,Lleida,186,1844190,
,2997,2006-12-24,Suelo,Venta,Tarragona,108,903960,
,2998,2006-12-24,Piso,Alquiler,Girona,129,789738,
,2999,2006-12-24,Suelo,Venta,Barcelona,263,1403631,
,3000,2006-12-24,Local,Alquiler,Tarragona,141,1112631,
,3001,2006-12-25,Local,Alquiler,Lleida,273,1993446,
,3002,2006-12-25,Casa,Alquiler,Girona,226,2041006,
,3004,2006-12-26,Casa,Alquiler,Girona,211,2086368,
,3006,2006-12-26,Suelo,Alquiler,Girona,219,913449,
,3007,2006-12-26,Casa,Alquiler,Girona,297,2673000,
,3008,2006-12-27,Piso,Alquiler,Girona,287,1882433,
,3009,2006-12-27,Oficina,Venta,Tarragona,125,645250,
,3010,2006-12-28,Suelo,Alquiler,Girona,292,1751124,
,3011,2006-12-28,Local,Alquiler,Tarragona,224,1646624,
,3012,2006-12-28,Parking,Venta,Lleida,182,1295840,
,3013,2006-12-29,Oficina,Venta,Barcelona,257,1245165,
,3014,2006-12-30,Casa,Venta,Lleida,135,1309365,
,3016,2006-12-30,Industrial,Alquiler,Tarragona,149,667520,
Joaquín,3017,2006-12-30,Casa,Alquiler,Barcelona,264,1060488,2007-04-28
,3020,2006-12-31,Parking,Venta,Girona,146,1399264,
,3021,2007-01-01,Industrial,Alquiler,Girona,199,1321161,
,3022,2007-01-01,Parking,Alquiler,Barcelona,106,906830,
,3024,2007-01-02,Industrial,Alquiler,Tarragona,273,1725087,
,3025,2007-01-04,Oficina,Alquiler,Lleida,293,2662784,
,3027,2007-01-05,Local,Alquiler,Lleida,167,1335499,
,3028,2007-01-06,Parking,Venta,Girona,247,2398617,
Pedro,3031,2007-01-07,Industrial,Alquiler,Lleida,196,904344,2007-04-20
,3033,2007-01-08,Industrial,Venta,Girona,119,571676,
,3034,2007-01-08,Suelo,Venta,Lleida,107,885960,
,3035,2007-01-08,Casa,Alquiler,Lleida,269,1520119,
,3036,2007-01-09,Casa,Alquiler,Tarragona,286,1895036,
,3037,2007-01-09,Oficina,Venta,Barcelona,196,1022140,
,3038,2007-01-09,Casa,Alquiler,Tarragona,139,862634,
,3039,2007-01-09,Suelo,Alquiler,Barcelona,185,1156990,
,3040,2007-01-09,Suelo,Alquiler,Lleida,238,1108128,
,3044,2007-01-09,Oficina,Venta,Lleida,169,1635413,
,3045,2007-01-10,Piso,Alquiler,Barcelona,222,1296258,
María,3046,2007-01-10,Parking,Venta,Barcelona,233,1077858,2007-04-30
,3047,2007-01-10,Oficina,Alquiler,Barcelona,196,1880032,
,3048,2007-01-10,Local,Venta,Lleida,256,1934080,
,3050,2007-01-11,Oficina,Venta,Barcelona,100,440500,
,3051,2007-01-11,Casa,Venta,Barcelona,259,1369333,
,3052,2007-01-11,Local,Venta,Girona,272,1965472,
,3053,2007-01-12,Piso,Venta,Girona,164,1425488,
,3054,2007-01-12,Casa,Venta,Lleida,152,896800,
,3055,2007-01-12,Piso,Venta,Tarragona,258,2204352,
,3057,2007-01-13,Suelo,Venta,Barcelona,217,1578675,
,3059,2007-01-14,Casa,Alquiler,Lleida,290,2797050,
,3060,2007-01-14,Suelo,Alquiler,Barcelona,289,2427311,
,3061,2007-01-14,Piso,Alquiler,Girona,228,932292,
,3064,2007-01-15,Piso,Venta,Barcelona,120,761520,
,3065,2007-01-15,Parking,Venta,Tarragona,230,1486030,
,3066,2007-01-15,Piso,Alquiler,Girona,107,968243,
,3067,2007-01-16,Piso,Venta,Barcelona,256,1856000,
,3068,2007-01-17,Casa,Alquiler,Barcelona,196,814380,
,3069,2007-01-17,Industrial,Venta,Tarragona,273,1230684,
,3070,2007-01-18,Parking,Venta,Girona,243,1857735,
,3071,2007-01-18,Local,Alquiler,Tarragona,259,1360268,
,3072,2007-01-18,Suelo,Alquiler,Girona,253,2291421,
,3073,2007-01-19,Suelo,Venta,Tarragona,236,1598664,
,3074,2007-01-20,Oficina,Alquiler,Barcelona,123,885969,
,3076,2007-01-20,Parking,Alquiler,Tarragona,216,2143368,
,3077,2007-01-20,Industrial,Alquiler,Lleida,184,1570624,
,3078,2007-01-20,Industrial,Venta,Barcelona,239,1517889,
,3079,2007-01-21,Local,Alquiler,Girona,149,1047917,
,3081,2007-01-21,Piso,Alquiler,Tarragona,170,1491920,
,3082,2007-01-21,Parking,Alquiler,Barcelona,268,1420132,
,3083,2007-01-22,Piso,Venta,Girona,232,1511944,
,3084,2007-01-23,Industrial,Alquiler,Girona,137,569098,
,3085,2007-01-23,Local,Alquiler,Barcelona,108,784080,
,3088,2007-01-23,Local,Venta,Lleida,204,1677492,
,3089,2007-01-23,Industrial,Venta,Girona,164,1494204,
,3090,2007-01-24,Local,Venta,Tarragona,285,2321325,
,3091,2007-01-25,Suelo,Venta,Tarragona,212,1896340,
,3092,2007-01-26,Parking,Alquiler,Barcelona,189,1788885,
,3093,2007-01-26,Industrial,Venta,Tarragona,216,1554336,
,3094,2007-01-26,Suelo,Alquiler,Tarragona,214,1086478,
,3096,2007-01-27,Industrial,Venta,Lleida,269,2189122,
,3097,2007-01-28,Piso,Alquiler,Tarragona,229,1014928,
,3099,2007-01-29,Oficina,Alquiler,Barcelona,296,2563064,
,3100,2007-01-29,Parking,Venta,Barcelona,230,1445090,
,3101,2007-01-29,Oficina,Venta,Lleida,273,2148783,
,3102,2007-01-30,Industrial,Alquiler,Lleida,198,1295712,
,3103,2007-01-31,Suelo,Venta,Barcelona,101,921827,
,3104,2007-01-31,Suelo,Alquiler,Tarragona,174,915936,
,3106,2007-02-01,Industrial,Alquiler,Girona,260,1636700,
,3107,2007-02-01,Suelo,Alquiler,Girona,117,997776,
,3108,2007-02-01,Local,Alquiler,Girona,229,1065995,
,3109,2007-02-02,Casa,Alquiler,Tarragona,116,599604,
,3111,2007-02-02,Oficina,Venta,Barcelona,102,860676,
,3112,2007-02-02,Suelo,Venta,Barcelona,124,684356,
,3113,2007-02-03,Piso,Alquiler,Barcelona,112,1005648,
,3114,2007-02-03,Casa,Alquiler,Barcelona,158,1045486,
,3115,2007-02-03,Parking,Venta,Lleida,211,1528906,
,3117,2007-02-04,Suelo,Venta,Girona,160,1431040,
,3118,2007-02-05,Piso,Venta,Tarragona,283,2449082,
,3119,2007-02-06,Industrial,Venta,Barcelona,113,952929,
,3120,2007-02-06,Suelo,Alquiler,Lleida,260,1746420,
,3121,2007-02-06,Parking,Alquiler,Tarragona,292,2658076,
,3122,2007-02-06,Industrial,Venta,Barcelona,105,496020,
,3124,2007-02-09,Parking,Alquiler,Girona,252,2154096,
,3125,2007-02-10,Piso,Venta,Barcelona,119,688058,
,3126,2007-02-10,Oficina,Venta,Tarragona,297,2902284,
,3128,2007-02-10,Local,Venta,Lleida,201,1817442,
,3129,2007-02-11,Industrial,Alquiler,Girona,244,1050664,
,3131,2007-02-11,Suelo,Venta,Lleida,149,839913,
,3134,2007-02-12,Local,Venta,Tarragona,195,1468740,
,3135,2007-02-12,Local,Alquiler,Lleida,181,1048714,
